SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,gender_Female,gender_Male
0,1,1,1.4508197855632678,1,2,2,2,2,2,2,2,1,0.9119379431722362,1.8144992801497306,0,True,False,False,False,False,True,False,True,False,False,False,True
0,0,0,0.22920887396235737,1,1,1,2,2,2,1,1,1,0.6477122201458225,0.4332313963237349,1,False,True,False,True,False,False,False,True,False,False,True,False
1,1,0,0.3920903288424788,1,2,2,1,2,1,2,2,1,1.3440051632154282,1.0225226141057493,0,False,True,False,False,True,False,True,False,False,False,True,False
0,1,0,1.002895784642934,1,1,0,0,0,0,0,0,1,-1.5009913010689746,-0.5073429989710138,0,False,False,True,False,False,True,True,False,False,False,True,False
0,1,0,0.880734693482843,0,0,1,2,1,1,1,1,0,-1.1420431490330922,-0.29227256688648284,0,True,False,False,True,False,False,False,False,True,False,False,True
0,0,0,-0.8295205827584317,1,1,1,1,1,1,1,2,0,0.4433111891253892,-0.5898874811681049,1,False,True,False,True,False,False,True,False,False,False,True,False
0,1,0,0.47353105628253944,1,1,2,2,2,1,1,1,1,-0.10840541492976351,0.19378837575415744,0,True,False,False,False,True,False,False,False,False,True,True,False
0,1,1,0.3920903288424788,1,2,2,2,1,1,2,1,1,0.15415851109648415,0.34218741542488407,0,True,False,False,True,False,False,True,False,False,False,False,True
0,1,1,1.6137012404433893,1,2,0,0,0,0,0,0,0,-1.329826210051864,-0.22681538857292977,0,False,False,True,False,False,True,True,False,False,False,False,True
0,1,1,1.5729808767233588,1,2,2,2,2,2,2,2,0,0.8737166121684152,1.7707434193006708,0,True,False,False,False,False,True,False,False,False,True,True,False
0,1,0,-0.5444780367182193,1,2,1,1,2,1,1,2,0,0.827186296163764,-0.2305904905937114,1,False,True,False,True,False,False,False,False,False,True,True,False
0,1,0,-0.38159658183809786,1,2,1,1,1,2,2,2,1,0.2954112561106046,-0.2828237735245264,0,True,False,False,True,False,False,False,True,False,False,True,False
0,0,0,-0.0965540357978854,1,1,0,0,0,0,0,0,0,-1.5076384890696393,-0.7527246303218208,0,False,False,True,False,False,True,False,True,False,False,True,False
0,0,0,0.10704778280226633,1,2,0,0,0,0,0,0,0,-1.2816340970470463,-0.58653183492741,0,False,False,True,False,True,False,True,False,False,False,False,True
0,0,0,-0.9109613101984924,1,2,2,1,1,1,2,2,1,1.1279715531938321,-0.5784297153857325,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,-1.2774445836787656,1,1,1,1,1,1,1,1,1,-0.6950197559884049,-0.9887899280306989,0,True,False,False,True,False,False,True,False,False,False,False,True
0,0,0,-0.4223169455581282,1,1,1,1,1,1,1,1,1,0.16412929309748078,-0.3500912346784543,0,False,True,False,True,False,False,False,False,False,True,False,True
0,1,1,-1.0331224013585834,0,0,2,2,2,1,1,1,0,-0.8711702380060141,-0.8845220517491098,0,True,False,False,False,False,True,False,False,False,True,False,True
0,0,0,0.14776814652229667,0,0,2,2,2,2,1,2,1,-0.3875873109576722,-0.1686876481008942,0,True,False,False,False,False,True,False,False,False,True,True,False
0,1,1,0.06632741908223598,1,1,0,0,0,0,0,0,0,-1.4660935640654862,-0.6918373123492139,0,False,False,True,True,False,False,False,False,False,True,True,False
0,1,1,1.6137012404433893,1,2,2,2,2,1,1,1,0,-0.010359391919962149,1.0758818046567975,0,True,False,False,False,False,True,False,True,False,False,False,True
0,1,1,0.14776814652229667,1,2,0,0,0,0,0,0,0,-1.3181936310507012,-0.5971065359095996,0,False,False,True,False,False,True,False,True,False,False,False,True
0,0,0,-1.2774445836787656,1,1,1,1,2,1,1,1,0,0.3851482941195749,-0.9744401250277277,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,-0.38159658183809786,1,2,1,2,1,1,1,1,1,0.47820892612887816,-0.2677233654413998,1,False,True,False,True,False,False,False,False,True,False,True,False
1,1,0,-0.015113308357824713,1,2,1,1,1,1,1,2,1,0.6726391751483144,0.15839955388683025,1,False,True,False,True,False,False,False,False,True,False,False,True
0,1,1,1.5729808767233588,1,2,2,2,2,2,1,1,1,1.0099839661820376,1.9813985273842876,0,False,True,False,False,True,False,False,True,False,False,True,False
1,0,0,-0.38159658183809786,1,2,1,1,2,1,1,1,1,0.48485611412954227,-0.1978067098869234,0,False,True,False,True,False,False,False,False,False,True,True,False
0,1,0,-0.62591876415828,1,1,1,1,2,1,2,2,1,1.0598378761870213,-0.3068872893295088,0,False,True,False,False,True,False,True,False,False,False,False,True
0,0,0,-1.2774445836787656,1,1,1,1,2,2,2,2,1,0.356897745116751,-0.9748154275678054,0,True,False,False,True,False,False,False,False,True,False,False,True
0,1,1,-0.8295205827584317,1,1,0,0,0,0,0,0,0,-1.4976677070686424,-0.8940812282110892,0,False,False,True,False,False,True,False,False,False,True,False,True
0,1,0,1.6137012404433893,1,1,0,0,0,0,0,0,0,-1.4710789550659844,-0.344859075737371,0,False,False,True,False,False,True,False,True,False,False,True,False
0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,0,-1.5142856770703037,-0.9996737016929523,0,False,False,True,True,False,False,False,False,False,True,False,True
1,1,0,1.6137012404433893,1,2,1,2,1,1,2,2,0,1.116338974192669,2.051403489418782,0,False,True,False,False,False,True,True,False,False,False,False,True
0,1,1,1.125056875803025,1,2,1,1,1,1,1,1,0,0.31867641411292996,0.9581251135524158,0,False,True,False,True,False,False,True,False,False,False,False,True
0,1,1,1.1657772395230555,0,0,1,2,2,2,2,1,0,-0.44575020596348647,0.4243565950818974,0,True,False,False,False,False,True,False,True,False,False,True,False
0,1,0,-1.0738427650786138,1,1,1,1,1,1,1,1,0,-0.6351950639824246,-0.8653374689651375,0,True,False,False,True,False,False,False,False,False,True,True,False
1,1,0,-0.015113308357824713,1,2,1,1,1,1,1,2,0,0.682609957149311,0.1668107461085717,1,False,True,False,True,False,False,False,False,True,False,False,True
0,0,1,-0.055833672077855064,1,2,1,1,1,1,2,1,1,0.7241548821534641,0.18283837223189034,1,False,True,False,True,False,False,False,True,False,False,True,False
0,0,0,-0.5444780367182193,1,1,1,2,1,1,1,1,1,0.3020584441112687,-0.379188219844479,1,False,True,False,True,False,False,False,True,False,False,False,True
0,1,1,1.6137012404433893,1,1,0,0,0,0,0,0,0,-1.477726143066649,-0.3894980013866136,0,False,False,True,False,False,True,True,False,False,False,False,True
0,0,0,-0.015113308357824713,1,2,1,2,1,1,1,1,1,-0.3510277769540174,-0.24006136057567237,0,True,False,False,True,False,False,False,False,True,False,True,False
0,1,0,1.3286586944031769,1,2,1,2,1,1,1,2,1,0.8604222361670865,1.6105775411675078,0,False,True,False,True,False,False,False,False,True,False,False,True
0,1,1,0.5142514200025698,0,0,2,1,1,1,2,2,1,-0.4607063789649817,0.022319268178654306,0,True,False,False,True,False,False,True,False,False,False,True,False
0,0,0,0.3920903288424788,1,2,0,0,0,0,0,0,0,-1.3198554280508674,-0.5887615735478717,0,False,False,True,False,True,False,False,False,True,False,False,True
0,0,0,-0.9924020376385531,1,2,1,1,1,1,1,1,1,0.33529438411459117,-0.7553959013423739,0,False,True,False,True,False,False,False,False,True,False,False,True
0,0,1,-0.015113308357824713,1,1,0,0,0,0,0,0,0,-1.4710789550659844,-0.7004913473910057,0,False,False,True,False,False,True,False,False,False,True,False,True
1,1,0,-0.4223169455581282,1,2,2,2,1,2,1,1,1,-0.04027173792295256,-0.39804165332838265,0,True,False,False,True,False,False,False,False,False,True,True,False
1,1,0,1.002895784642934,0,0,1,1,1,1,2,2,1,-0.6617838159850825,0.12788966504051294,1,True,False,False,True,False,False,False,False,True,False,False,True
0,0,0,-1.2774445836787656,1,1,2,1,1,1,1,1,0,-0.5587524019747828,-0.986979645190324,0,True,False,False,True,False,False,False,False,True,False,False,True
1,0,0,-1.2774445836787656,1,1,1,1,1,1,1,1,0,-0.6534748309842519,-0.9882380125305845,1,True,False,False,True,False,False,False,False,True,False,False,True
0,1,0,-1.2774445836787656,1,1,1,1,1,1,1,1,1,-0.6567984249845842,-0.9882821657705937,0,True,False,False,True,False,False,False,False,True,False,True,False
0,0,0,-0.3408762181180675,1,1,1,1,1,2,2,2,1,1.0382345151848615,-0.07102068120067205,1,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,0,-1.4860351280674797,-0.9992983991528746,1,False,False,True,True,False,False,True,False,False,False,False,True
1,0,0,0.880734693482843,1,2,1,2,1,1,1,2,1,0.8404806721650927,1.1693983669961605,0,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,-1.1552834925186746,1,2,0,0,0,0,0,0,1,-1.3115464430500368,-0.956513909584016,0,False,False,True,False,False,True,False,True,False,False,True,False
0,1,1,1.3286586944031769,1,2,2,1,2,2,2,2,0,1.4586691562268908,2.0551785914395637,1,False,True,False,False,False,True,True,False,False,False,False,True
0,1,0,0.9621754209229036,1,2,0,0,0,0,0,0,0,-1.3447823830533592,-0.4510696945793622,0,False,False,True,False,True,False,False,False,True,False,True,False
0,0,0,0.5142514200025698,1,1,2,1,2,1,2,2,1,0.3718539181182462,0.4373376476445852,0,True,False,False,True,False,False,False,False,True,False,False,True
0,1,1,1.5729808767233588,1,1,0,0,0,0,0,0,0,-1.4976677070686424,-0.3830074751052698,0,False,False,True,False,False,True,False,True,False,False,True,False
0,1,0,1.0843365120829946,1,1,2,2,2,1,2,1,0,0.05445069108651675,0.7395224222671533,0,True,False,False,False,True,False,False,True,False,False,False,True
0,0,0,1.4915401492832983,0,0,1,2,2,1,1,1,1,-0.9642308700153169,0.09225800035313536,0,True,False,False,False,True,False,True,False,False,False,False,True
0,0,0,-0.5444780367182193,1,1,0,0,0,0,0,0,0,-1.5275800530716328,-0.884875277669183,0,False,False,True,False,True,False,False,False,False,True,False,True
0,1,1,0.9214550572028734,1,1,0,0,0,0,0,0,0,-1.5076384890696393,-0.5299715344756991,0,False,False,True,False,False,True,False,True,False,False,True,False
0,0,0,0.22920887396235737,1,1,0,0,0,0,0,0,0,-1.5109620830699715,-0.6745733955056393,0,False,False,True,False,True,False,False,False,False,True,True,False
0,0,0,-0.9109613101984924,1,1,1,1,1,1,1,1,1,-0.6385186579827569,-0.8303901794979017,1,True,False,False,True,False,False,False,False,True,False,False,True
1,1,0,0.5956921474426305,1,2,2,2,2,1,1,1,1,0.08934842809000525,0.42771224132259217,0,True,False,False,True,False,False,False,True,False,False,True,False
0,1,0,-1.2367242199587352,0,0,1,1,1,1,1,2,1,-0.9858342310174765,-0.9777957712684224,1,True,False,False,True,False,False,False,False,True,False,True,False
0,0,0,-1.2774445836787656,1,1,1,1,1,1,1,1,0,-0.6169152969805971,-0.987752326890484,1,True,False,False,True,False,False,False,True,False,False,False,True
0,0,0,-1.2774445836787656,1,1,1,1,1,1,1,1,0,-0.6518130339840859,-0.9882159359105799,1,True,False,False,True,False,False,False,False,True,False,True,False
1,0,0,-1.2774445836787656,0,0,1,2,2,1,1,2,1,-0.7132995229902325,-0.989032770850749,1,True,False,False,True,False,False,False,False,True,False,False,True
0,1,1,0.5549717837226001,1,1,0,0,0,0,0,0,1,-1.4843733310673135,-0.5945014947490602,0,False,False,True,False,False,True,False,False,False,True,False,True
1,0,0,0.22920887396235737,1,1,2,2,1,1,1,1,1,-0.2529817539442163,-0.014416227508951806,1,True,False,False,True,False,False,False,True,False,False,True,False
0,1,0,1.3286586944031769,1,1,2,1,2,2,1,1,0,-0.19481885893840195,0.6948834966179107,0,True,False,False,False,False,True,False,True,False,False,True,False
0,1,0,-0.5444780367182193,1,1,2,1,1,1,1,1,1,0.2804550831091094,-0.3718587820029614,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,0.7992939660427822,1,1,1,2,1,1,1,2,1,0.684271754149477,0.90748134726193,1,False,True,False,True,False,False,False,False,True,False,False,True
0,1,1,1.5729808767233588,1,1,0,0,0,0,0,0,0,-1.505976692069473,-0.39952078686868886,0,False,False,True,False,False,True,False,False,False,True,False,True
0,0,0,-1.2774445836787656,1,1,1,1,1,1,1,1,0,-0.6252242819814278,-0.9878627099905068,1,True,False,False,True,False,False,False,False,False,True,True,False
1,0,0,0.7992939660427822,0,0,1,2,2,2,2,1,1,-0.4740007549663106,0.12495347457990515,0,True,False,False,True,False,False,False,False,True,False,True,False
0,1,0,-1.0738427650786138,1,2,0,0,0,0,0,0,0,-1.3181936310507012,-0.9326490833590747,0,False,False,True,False,True,False,False,False,False,True,False,True
1,1,0,-0.2594354906780068,1,1,1,1,2,1,1,2,0,-0.1349941669324214,-0.3028472678686723,0,True,False,False,False,True,False,False,False,False,True,True,False
1,0,0,0.6364125111626608,1,2,1,2,1,1,2,2,1,1.1379423351948288,1.086633118599024,0,False,True,False,False,True,False,False,False,True,False,False,True
0,1,1,1.2879383306831464,1,2,2,1,1,2,2,2,1,1.3174164112127704,1.9596530566797852,0,False,True,False,False,True,False,True,False,False,False,True,False
0,0,0,-1.1960038562387048,1,1,1,2,1,1,2,1,0,0.6310942501441613,-0.8989822378521038,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,-1.2774445836787656,1,1,1,1,1,1,1,1,1,-0.6883725679877406,-0.9887016215506804,0,True,False,False,True,False,False,True,False,False,False,False,True
0,1,1,1.6137012404433893,1,2,0,0,0,0,0,0,0,-1.3514295710540236,-0.24224694595612484,0,False,False,True,False,False,True,False,True,False,False,False,True
0,0,0,-1.2774445836787656,1,1,1,1,1,1,1,1,1,-0.6385186579827569,-0.9880393229505433,0,True,False,False,True,False,False,False,False,False,True,False,True
0,1,1,0.758573602322752,1,2,2,2,1,1,1,2,1,0.9651154471775519,0.9961189765802826,0,False,True,False,True,False,False,False,False,True,False,True,False
0,1,1,0.35136996512244845,1,1,0,0,0,0,0,0,0,-1.4976677070686424,-0.6530486910011826,0,False,False,True,False,False,True,True,False,False,False,True,False
0,1,1,1.6137012404433893,1,1,2,2,2,1,2,1,1,0.19570343610063723,1.2044339629434144,0,True,False,False,False,False,True,False,True,False,False,True,False
0,1,0,0.43281069256250915,1,2,2,2,1,2,2,2,0,0.720831288153132,0.5701064403520752,0,True,False,False,False,False,True,False,True,False,False,True,False
0,1,0,1.6137012404433893,1,2,2,2,2,2,2,2,1,1.639805029244998,2.5622564763245554,0,False,True,False,False,False,True,False,True,False,False,False,True
0,1,0,0.5956921474426305,1,2,1,1,1,1,2,2,1,1.0116457631822036,1.0065612178424446,0,False,True,False,False,True,False,False,True,False,False,False,True
0,0,0,1.6137012404433893,1,2,2,2,2,2,2,2,0,0.7906267621601091,1.8010325419469424,0,True,False,False,False,False,True,False,True,False,False,False,True
0,0,0,-1.1960038562387048,1,1,0,0,0,0,0,0,1,-1.462769970065154,-0.9785242997285734,0,False,False,True,True,False,False,False,True,False,False,False,True
0,0,0,-1.2774445836787656,1,1,1,1,1,1,1,1,1,0.17576187209864347,-0.9772217791483034,1,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,-1.2367242199587352,1,2,1,1,1,1,1,2,1,0.7058751151516368,-0.9350995881795822,1,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,-0.2594354906780068,0,0,2,2,1,1,1,2,1,-0.6684310039857471,-0.49749682644897514,0,True,False,False,True,False,False,True,False,False,False,False,True
0,1,1,-0.13727439951791576,1,1,2,1,1,1,1,2,1,-0.15161213693408263,-0.1983144721470285,0,True,False,False,True,False,False,False,False,False,True,False,True
1,1,0,0.10704778280226633,1,2,2,2,1,2,2,1,1,1.1877962451998125,0.6049212700992838,1,False,True,False,True,False,False,True,False,False,False,True,False
0,0,0,-0.21871512695797646,1,1,2,2,1,1,1,1,0,-0.3094828519498643,-0.35572077277961994,0,True,False,False,False,True,False,True,False,False,False,False,True
0,1,1,-0.3408762181180675,1,1,2,2,1,2,1,2,1,0.18407085709947407,-0.2546981596387029,0,True,False,False,True,False,False,False,True,False,False,False,True
0,1,1,1.4100994218432374,1,1,2,1,2,2,1,1,1,-0.14496494893341827,0.7375355264667419,0,True,False,False,False,False,True,True,False,False,False,False,True
0,0,0,-0.6666391278783103,1,2,1,1,1,1,1,1,0,0.2621753161072821,-0.480828978345524,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,-0.38159658183809786,1,1,1,2,2,1,1,1,0,-0.29785027294870164,-0.4218623263133148,0,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-0.748079855318371,0,0,1,2,1,1,1,1,1,-1.1187779910307663,-0.8228399754563384,0,True,False,False,True,False,False,False,False,False,True,False,True
0,1,1,-1.2774445836787656,1,1,0,0,0,0,0,0,1,-1.4544609850643233,-0.9988789433727877,1,False,False,True,True,False,False,False,False,True,False,True,False
1,0,0,-1.2774445836787656,1,1,1,1,1,1,1,1,0,-0.6534748309842519,-0.9882380125305845,1,True,False,False,True,False,False,False,False,False,True,True,False
1,0,0,-1.1552834925186746,0,0,1,2,1,1,2,2,1,-0.4590445819648154,-0.9165993806157515,0,True,False,False,True,False,False,False,True,False,False,False,True
0,0,1,-0.6666391278783103,1,2,2,2,1,1,1,2,1,0.14418772909548702,-0.529662461795635,0,True,False,False,True,False,False,False,False,True,False,False,True
0,1,0,0.5549717837226001,0,0,1,1,1,1,2,2,1,-0.6916961619880726,-0.1216202942511488,0,True,False,False,True,False,False,False,False,True,False,True,False
0,0,1,1.4508197855632678,1,2,2,2,1,2,2,2,1,0.722493085153298,1.589273602863097,0,True,False,False,False,False,True,True,False,False,False,False,True
0,0,0,0.22920887396235737,1,2,2,2,2,2,1,1,0,0.1724382780983114,0.16524330608824728,0,True,False,False,True,False,False,False,False,True,False,False,True
1,1,0,-0.0965540357978854,1,1,1,2,1,1,1,1,1,-0.4773243489666429,-0.33371038263506264,1,True,False,False,True,False,False,True,False,False,False,False,True
1,0,0,-1.1145631287986442,1,1,1,1,1,1,1,2,0,0.47156173812821356,-0.841075263580114,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,-0.62591876415828,1,1,1,2,2,1,1,2,1,0.8703930181680831,-0.2963125883473193,0,False,True,False,True,False,False,False,True,False,False,False,True
0,1,1,-1.1552834925186746,1,1,0,0,0,0,0,0,0,-1.491020519067978,-0.9743076653077002,0,False,False,True,False,False,True,False,False,False,True,False,True
0,0,0,-0.8295205827584317,1,1,0,0,0,0,0,0,0,-1.4827115340671475,-0.8930436270708743,0,False,False,True,False,True,False,False,False,True,False,True,False
0,1,1,1.6137012404433893,1,2,2,2,2,2,2,2,1,0.85876043916692,1.8361343677542104,0,True,False,False,False,False,True,False,True,False,False,False,True
0,0,0,-1.1960038562387048,1,1,1,1,1,1,2,2,1,0.9052907551715716,-0.8903502794303166,0,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,0.9621754209229036,1,2,1,2,1,2,1,2,1,0.9867188081797118,1.2545258137337865,1,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,0.35136996512244845,1,2,0,0,0,0,0,0,1,-1.3265026160515319,-0.5832865717867382,0,False,False,True,False,True,False,False,False,False,True,True,False
0,0,0,0.3106496014024181,0,0,1,2,1,2,1,1,0,-0.9559218850144864,-0.397555967688282,0,True,False,False,False,True,False,False,True,False,False,False,True
0,0,0,-1.0331224013585834,1,1,2,2,1,2,2,2,1,0.45660556512671835,-0.7560140467025018,0,True,False,False,True,False,False,False,False,True,False,True,False
0,0,0,1.4915401492832983,1,1,0,0,0,0,0,0,0,-1.4893587220678117,-0.39029275970677824,0,False,False,True,False,False,True,False,True,False,False,False,True
0,1,1,-1.0331224013585834,1,1,0,0,0,0,0,0,0,-1.4660935640654862,-0.9419212637609945,0,False,False,True,False,True,False,False,False,False,True,False,True
0,1,1,-1.1145631287986442,0,0,1,2,1,1,1,1,1,-1.1387195550327598,-0.9343269064794222,0,True,False,False,True,False,False,False,False,True,False,True,False
0,1,1,1.6137012404433893,1,2,2,2,2,2,2,1,0,1.3739175092184182,2.3728390766853362,0,False,True,False,False,False,True,False,True,False,False,True,False
0,1,1,0.47353105628253944,1,1,0,0,0,0,0,0,1,-1.4710789550659844,-0.6262035210756243,0,False,False,True,False,True,False,True,False,False,False,False,True
0,0,0,1.3286586944031769,1,2,1,2,2,1,2,1,1,1.0216165451832002,1.7089730365278812,0,False,True,False,False,True,False,False,False,True,False,True,False
0,0,0,-1.1960038562387048,1,2,1,1,1,2,2,1,0,-0.005374000919464063,-0.9312361796787822,0,True,False,False,True,False,False,False,False,True,False,True,False
0,0,0,-0.3408762181180675,1,1,1,1,1,2,1,1,1,-0.45405919096431707,-0.44758158861864006,0,True,False,False,True,False,False,False,True,False,False,False,True
0,0,0,0.47353105628253944,1,2,1,2,2,1,1,1,1,0.6659919871476498,0.6972898481984091,1,False,True,False,True,False,False,True,False,False,False,True,False
1,1,0,1.6137012404433893,1,2,2,2,2,2,2,2,0,0.8089065291619363,1.7966392945660323,0,True,False,False,False,False,True,False,True,False,False,True,False
0,0,0,-0.3408762181180675,1,1,2,1,1,2,1,1,0,-0.32610082195152557,-0.4127446822514269,0,True,False,False,True,False,False,False,False,True,False,False,True
0,0,0,-1.2774445836787656,1,1,1,1,2,1,1,1,0,-0.4607063789649817,-0.9856771246100542,1,True,False,False,True,False,False,False,False,False,True,False,True
0,1,0,-0.4223169455581282,1,1,0,0,0,0,0,0,1,-1.4727407520661506,-0.7999465205115982,0,False,False,True,True,False,False,True,False,False,False,False,True
0,1,1,1.5322605130033284,1,2,1,2,2,2,2,2,1,0.7042133181514708,1.6109086904675765,0,True,False,False,False,False,True,False,True,False,False,False,True
0,1,1,-0.30015585439803716,1,2,1,1,1,1,2,1,0,-0.1466267459335843,-0.3879526379862936,0,True,False,False,True,False,False,False,False,True,False,False,True
0,1,1,0.18848851024232702,1,1,0,0,0,0,0,0,0,-1.4943441130683104,-0.6875544480683271,0,False,False,True,False,False,True,True,False,False,False,False,True
1,1,1,-0.4223169455581282,1,2,1,1,1,1,2,1,0,0.684271754149477,-0.142041167755377,0,False,True,False,True,False,False,True,False,False,False,True,False
0,1,1,1.0843365120829946,1,2,1,1,2,2,2,1,1,0.2438955491054544,0.8440110647487882,0,True,False,False,False,False,True,True,False,False,False,True,False
0,1,1,0.6771328748826912,1,2,1,1,2,1,2,2,1,1.1645310871974868,1.1431934190507345,1,False,True,False,True,False,False,False,False,True,False,False,True
0,1,1,0.5956921474426305,1,2,1,1,2,2,2,2,1,1.4154624342225712,1.2520311556732697,1,False,True,False,True,False,False,True,False,False,False,False,True
0,1,1,-0.055833672077855064,1,1,0,0,0,0,0,0,1,-1.502653098069141,-0.717203348734466,1,False,False,True,True,False,False,False,False,False,True,True,False
0,1,1,-1.2774445836787656,1,1,1,1,1,1,1,2,1,0.5413572121351905,-0.9723649227472979,0,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,-1.1960038562387048,1,1,0,0,0,0,0,0,1,-1.4710789550659844,-0.9741752055876729,0,False,False,True,True,False,False,False,False,True,False,False,True
0,1,0,0.8400143297628127,1,2,1,2,2,2,2,2,1,1.5633623672373562,1.5570417376564232,0,False,True,False,False,True,False,True,False,False,False,True,False
0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,0,-1.481049737066981,-0.999232169292861,0,False,False,True,True,False,False,False,False,False,True,False,True
0,0,0,-0.5037576729981889,1,1,0,0,0,0,0,0,1,-1.4976677070686424,-0.8245177985766857,0,False,False,True,False,True,False,False,False,False,True,False,True
0,0,0,-1.1960038562387048,1,1,2,2,1,1,1,1,1,0.47654712912871167,-0.8993133871521725,1,False,True,False,True,False,False,False,False,True,False,True,False
0,0,0,0.758573602322752,1,1,0,0,0,0,0,0,1,-1.4926823160681442,-0.5679653975035658,0,False,False,True,False,True,False,True,False,False,False,True,False
0,1,0,0.758573602322752,1,1,2,2,1,2,1,1,1,-0.14164135493308597,0.3805345043728239,0,True,False,False,False,True,False,True,False,False,False,True,False
0,1,1,-0.7888002190384014,1,1,0,0,0,0,0,0,0,-1.502653098069141,-0.8910125780304538,0,False,False,True,False,False,True,False,False,False,True,True,False
0,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,0,-1.4577845790646555,-0.9989230966127969,0,False,False,True,True,False,False,False,False,False,True,True,False
0,0,1,-1.2774445836787656,1,1,0,0,0,0,0,0,1,-1.4527991880641573,-0.9988568667527831,0,False,False,True,True,False,False,False,False,False,True,False,True
0,0,0,1.247217966963116,1,2,2,2,2,2,1,1,0,0.22395398510346112,1.0124335987636606,0,True,False,False,False,True,False,False,False,True,False,False,True
0,0,0,-1.1960038562387048,1,1,1,1,1,1,1,2,0,-0.33607160395252245,-0.92465734691742,0,True,False,False,True,False,False,False,False,False,True,False,True
0,0,0,0.5549717837226001,1,1,0,0,0,0,0,0,0,-1.5142856770703037,-0.6071734746316839,0,False,False,True,False,False,True,False,True,False,False,False,True
0,0,0,-1.2774445836787656,1,2,1,1,1,1,1,1,1,-0.4972659129686364,-0.9861628102501547,0,True,False,False,True,False,False,False,True,False,False,False,True
0,0,1,-0.9924020376385531,0,0,1,1,1,1,1,1,0,-1.304899255049372,-0.9131333512750339,1,True,False,False,True,False,False,False,False,False,True,False,True
0,1,1,1.5729808767233588,1,1,0,0,0,0,0,0,0,-1.4710789550659844,-0.34543306785748984,0,False,False,True,False,False,True,True,False,False,False,True,False
0,1,1,0.9214550572028734,1,2,1,1,2,1,2,1,1,0.8521132511662559,1.2432888141514595,0,False,True,False,True,False,False,False,True,False,False,False,True
0,0,0,1.5322605130033284,1,2,1,2,2,2,1,1,1,0.8471278601657574,1.8114527065890995,0,False,True,False,False,True,False,True,False,False,False,True,False
0,0,0,-1.2367242199587352,1,1,1,1,1,1,1,2,0,0.531386430134194,-0.9377487825801306,1,False,True,False,True,False,False,False,False,True,False,True,False
0,1,1,1.4100994218432374,1,2,2,1,1,2,2,2,0,1.3240635992134344,2.0321306001547916,0,False,True,False,False,False,True,True,False,False,False,False,True
0,1,0,1.3286586944031769,1,2,1,2,1,1,2,1,1,0.9003053641710731,1.6149266353084086,1,False,True,False,True,False,False,True,False,False,False,False,True
0,1,0,-0.748079855318371,1,1,1,1,2,1,1,1,0,-0.48397153696730727,-0.7128321779735609,0,True,False,False,True,False,False,False,True,False,False,False,True
0,1,1,-0.5037576729981889,1,2,1,1,2,2,1,2,1,1.0216165451832002,-0.16208673871952745,0,False,True,False,True,False,False,True,False,False,False,True,False
0,0,1,-1.2774445836787656,1,1,1,2,1,1,1,1,1,0.35191235411625243,-0.9748816574278191,1,False,True,False,True,False,False,False,False,True,False,False,True
0,0,0,-1.2774445836787656,1,2,1,1,1,1,1,1,1,0.35523594811658493,-0.97483750418781,1,False,True,False,True,False,False,False,False,True,False,False,True
0,1,1,0.6771328748826912,1,2,1,1,1,1,2,2,1,1.0182929511828682,1.0290572936271023,0,False,True,False,True,False,False,True,False,False,False,True,False
0,0,0,1.6137012404433893,1,2,2,2,2,1,2,1,1,1.2143849972024705,2.19792601638912,0,False,True,False,False,False,True,True,False,False,False,True,False
0,1,0,0.5549717837226001,1,2,2,1,1,1,1,1,0,-0.3875873109576722,0.07793027397016884,0,True,False,False,True,False,False,False,False,True,False,True,False
0,0,0,-0.3408762181180675,1,2,1,2,2,1,1,1,1,0.6676537841478158,-0.10353954246740502,0,False,True,False,True,False,False,True,False,False,False,False,True
0,1,1,-1.1145631287986442,0,0,1,2,1,2,1,1,0,-1.0140847800203006,-0.9359384997397556,0,True,False,False,True,False,False,False,False,True,False,True,False
